lat,lon,population,elevation,snr_proxy,tower_height,tx_power_dbm,env,cluster,band,cov_radius_km
51.9151549995277,-8.420539970905384,5954.118560791016,114.0,0.6,30.7,23.0,rural,-1,3.5GHz,2.9708438487441535
51.87674901371756,-8.50138834647614,5620.7392578125,12.0,0.4,25.6,22.0,rural,-1,3.5GHz,2.97351135607074
51.87674901371756,-8.420539970905384,3719.3668212890625,12.0,0.4,25.6,22.0,rural,-1,3.5GHz,2.973574878593354
51.85753370907457,-8.285792678287455,2438.473876953125,85.0,0.6,29.25,23.0,rural,-1,3.5GHz,2.974400723488808
52.10669281197843,-9.794962355608249,2393.6705322265625,26.0,0.4,26.3,22.0,rural,-1,3.5GHz,2.9581541848110264
52.05888521154661,-9.053852246209646,2275.7007751464844,132.0,0.6,31.6,23.0,rural,-1,3.5GHz,2.9613246104520825
52.106692811978434,-8.69003455614124,1958.496337890625,106.0,0.6,30.3,23.0,rural,-1,3.5GHz,2.9581541848109465
52.01102639027426,-8.339691595334626,1686.6335678100586,169.0,0.8,33.45,24.0,rural,-1,3.5GHz,2.964496367946618
52.26885581293854,-8.730458743926617,1556.6487655639648,,0.4,,22.0,rural,-1,3.5GHz,2.9473847992486784
52.25933318132105,-8.258843219763872,1551.753646850586,,0.4,,22.0,rural,-1,3.5GHz,2.9480178587859616
52.14490202780964,-8.285792678287455,1530.7599639892578,56.0,0.6,27.8,23.0,rural,-1,3.5GHz,2.95561880820471
52.28789494134345,-9.67368979225211,1509.2602767944336,,0.4,,22.0,rural,-1,3.5GHz,2.9461188439336277
51.98228650257914,-8.514863075737932,1490.8031005859373,184.0,0.8,34.2,24.0,rural,-1,3.5GHz,2.9664000586431083
