lat,lon,population,elevation,snr,tower_height,tx_power_dbm,coverage_km,type,cluster
52.22028734507836,-9.491780947217915,917.8344211578369,,0.4,,22.0,2.07,Rural,-1
52.077076529063646,-9.6939018861448,913.0328998565674,21.0,0.4,26.05,22.0,2.3569073320685243,Rural,-1
52.196450858814494,-8.380115783120003,904.5329141616821,66.0,0.6,28.3,23.0,2.795947012774675,Rural,-1
52.05316326443565,-9.92970964822618,895.6648936271667,137.0,0.6,31.85,23.0,2.8375186437038096,Rural,-1
51.8613959121873,-8.245368490502077,891.2865905761719,74.0,0.6,28.7,23.0,2.800884336354534,Rural,-1
51.8613959121873,-8.312742136811039,885.211576461792,49.0,0.4,27.45,22.0,2.372594220662416,Rural,-1
52.124864651524895,-8.211681667347593,882.7204322814941,147.0,0.6,32.35,23.0,2.842998170853823,Rural,-1
52.36303783477683,-9.626528239835839,874.9270629882812,,0.4,,22.0,2.07,Rural,-1
51.88541169836447,-8.952791776746196,865.830948188901,74.0,0.6,28.7,23.0,2.800884336354534,Rural,-1
52.38678487084894,-9.255973185136536,863.4078664779663,,0.4,,22.0,2.07,Rural,-1
51.88541169836447,-8.750670837819305,854.5727958679199,110.0,0.6,30.5,23.0,2.8222828698708966,Rural,-1
52.24411104447861,-8.64961036835586,853.9896569252013,,0.4,,22.0,2.07,Rural,-1
52.2441110444786,-9.525467770372392,851.4032316207886,,0.4,,22.0,2.07,Rural,-1
52.148739514761985,-8.919104953591718,833.572847366333,97.0,0.6,29.85,23.0,2.814704911726964,Rural,-1
51.93340479991839,-9.020165423055161,827.3300213813782,139.0,0.6,31.95,23.0,2.8386213986204796,Rural,-1
52.172601582951685,-9.76127553245377,825.333155632019,6.0,0.4,25.3,22.0,2.3481531596113143,Rural,-1
51.88541169836447,-8.27905531365656,805.1361379623413,0.0,0.4,25.0,22.0,2.3445786059837057,Rural,-1
51.98134662469609,-8.548549898892414,800.775297164917,170.0,0.8,33.5,24.0,3.2782916705442657,Rural,-1
52.267921959757885,-9.626528239835839,797.2390279769897,,0.4,,22.0,2.07,Rural,-1
52.02923719395261,-8.413802606274487,793.2960519790649,139.0,0.6,31.95,23.0,2.8386213986204796,Rural,-1
52.100976990527336,-8.64961036835586,775.6618213653564,96.0,0.6,29.8,23.0,2.814115173901767,Rural,-1
52.172601582951685,-9.491780947217915,773.4359092712402,117.0,0.6,30.85,23.0,2.8262966863791013,Rural,-1
52.38678487084894,-9.188599538827573,773.1963205337524,,0.4,,22.0,2.07,Rural,-1
51.8613959121873,-8.582236722046897,770.7258682250975,93.0,0.6,29.65,23.0,2.8123400051372283,Rural,-1
52.077076529063646,-9.828649178762735,766.5541830062866,47.0,0.4,27.35,22.0,2.37150055816192,Rural,-1
52.2441110444786,-9.59284141668136,763.3107757568359,,0.4,,22.0,2.07,Rural,-1
52.07707652906364,-9.424407300908948,761.5626764297485,197.0,0.8,34.85,24.0,3.2942485876636463,Rural,-1
51.909414660062176,-8.110621197884146,755.142237663269,17.0,0.4,25.85,22.0,2.354597777726673,Rural,-1
51.909414660062176,-8.64961036835586,749.0097413063049,72.0,0.6,28.6,23.0,2.7996564868345253,Rural,-1
52.315505448961204,-9.222286361982054,744.7561492919921,,0.4,,22.0,2.07,Rural,-1
52.267921959757885,-9.559154593526875,740.6606998443604,,0.4,,22.0,2.07,Rural,-1
52.148739514761985,-9.59284141668136,738.5471134185791,59.0,0.6,27.95,23.0,2.791569267900178,Rural,-1
